,0050 ????50,2603 ??,2609 ??,2615 ??
2012/2/16,40.5257,16.8841,34.6602,11.4758
2012/2/17,40.8992,16.5258,34.1367,11.6851
2012/2/20,40.8618,17.2424,34.9744,11.6502
2012/2/21,40.7124,17.6454,34.9744,11.5805
2012/2/22,40.9739,17.5559,35.2885,11.7897
2012/2/23,40.7871,17.5559,34.7649,11.5107
2012/2/24,40.8992,17.4663,34.4508,11.4409
2012/2/29,41.833,18.4516,35.8121,11.9641
2012/3/1,41.7583,19.1682,37.4875,12.1734
2012/3/2,41.5341,18.8099,36.8592,12.2083
2012/3/3,41.3847,18.5412,36.7545,12.1037
2012/3/5,40.9739,18.0933,35.6027,11.4061
2012/3/6,40.7871,17.8694,34.8697,11.1619
2012/3/7,40.6377,17.5111,34.2414,11.1619
2012/3/8,40.8618,18.6755,35.6027,11.1619
2012/3/9,41.0486,18.362,34.9744,11.127
2012/3/12,40.6004,18.2724,34.4508,11.0572
2012/3/13,41.1606,18.362,34.8697,11.4758
2012/3/14,41.7583,18.7203,36.0215,11.7897
2012/3/15,41.5715,18.4516,35.7074,11.8246
2012/3/16,41.3847,17.9589,35.9168,11.5805
2012/3/19,41.2727,18.1381,35.9168,11.6502
2012/3/20,40.9739,17.8694,34.9744,11.4061
2012/3/21,40.9739,18.4068,34.9744,11.4758
2012/3/22,41.5341,18.2277,34.7649,11.5805
2012/3/23,41.4221,18.2277,34.6602,11.5107
2012/3/26,40.7498,17.8694,34.4508,11.1619
2012/3/27,41.2727,17.9589,34.2414,11.3712
2012/3/28,41.4221,17.9589,34.4508,11.5456
2012/3/29,40.8618,17.8246,32.7754,11.2665
2012/3/30,41.0112,18.1829,32.9848,11.7897
2012/4/2,40.8618,17.5559,33.1942,11.6502
2012/4/3,40.5257,17.5559,31.9377,11.72
2012/4/5,40.0775,17.6454,32.7754,11.1968
2012/4/6,40.1522,17.4663,33.0895,10.9875
2012/4/9,39.6666,17.735,33.6131,10.7782
2012/4/10,39.6666,17.6454,32.4612,10.7433
2012/4/11,39.816,17.4663,31.833,10.6038
2012/4/12,39.8534,17.2424,30.5764,10.4643
2012/4/13,40.3016,17.0185,30.0528,10.6038
2012/4/16,40.1895,15.8988,29.1104,10.4643
2012/4/17,39.5172,15.0031,27.2256,10.3596
2012/4/18,39.5919,15.1375,26.8067,10.3945
2012/4/19,39.6293,15.5405,27.5397,10.4643
2012/4/20,39.1063,14.824,26.8067,10.2201
2012/4/23,39.069,14.7792,26.9114,10.5689
2012/4/24,39.1437,15.227,27.0161,10.6736
2012/4/25,39.3678,15.7645,27.0161,10.6038
2012/4/26,39.069,15.7645,27.0161,10.6387
2012/4/27,38.9943,15.4062,26.1784,10.3247
2012/4/30,38.8822,15.4062,25.969,10.3247
2012/5/2,39.8534,15.8988,26.2831,10.7433
2012/5/3,39.6666,15.7197,26.2831,10.4294
2012/5/4,39.7413,16.6154,28.0633,10.7084
2012/5/7,38.8822,16.2123,27.5397,10.3596
2012/5/8,38.8822,16.2123,28.0633,10.4992
2012/5/9,38.6208,16.3915,28.168,10.1155
2012/5/10,38.6208,15.9884,28.5868,10.2899
2012/5/11,38.2099,15.4062,27.3303,9.9062
2012/5/14,38.2473,14.6448,26.5973,9.9062
2012/5/15,38.2473,14.5105,25.7596,9.8015
2012/5/16,37.5003,14.3313,24.8171,9.2783
2012/5/17,37.9485,14.5553,25.3407,9.6271
2012/5/18,37.1043,13.973,24.0842,9.3481
2012/5/21,37.3135,13.973,24.2936,9.4527
2012/5/22,37.6497,14.0178,24.9219,9.5922
2012/5/23,36.9699,13.6148,24.7124,9.4876
2012/5/24,36.8877,13.57,24.1889,9.4876
2012/5/25,36.6113,13.4356,24.3983,9.5225
2012/5/28,36.9549,13.4356,24.7124,9.4876
2012/5/29,37.8738,13.8387,26.2831,9.8015
2012/5/30,37.4256,13.346,25.5501,9.5574
2012/5/31,37.4629,13.1221,25.8643,9.9062
2012/6/1,36.7159,13.0326,25.1313,9.5574
2012/6/4,35.6178,12.5399,23.9794,9.4527
2012/6/5,36.0809,12.5847,24.503,9.7667
2012/6/6,36.3274,12.8086,24.7124,9.9062
2012/6/7,36.4096,12.8982,25.0266,9.9062
2012/6/8,35.8568,12.9878,25.0266,9.7318
2012/6/11,36.5964,13.1669,25.1313,9.8015
2012/6/12,36.3125,13.2117,25.3407,9.6271
2012/6/13,36.3872,13.2565,25.236,9.4876
2012/6/14,36.4395,13.4356,25.3407,9.2783
2012/6/15,36.9026,13.57,25.6549,9.2783
2012/6/18,37.5003,13.973,26.702,9.6969
2012/6/19,37.2836,13.8835,26.4926,9.5574
2012/6/20,37.687,13.9283,27.0161,9.7667
2012/6/21,37.4629,13.9283,27.0161,9.662
2012/6/22,37.0222,13.8835,27.2256,9.5574
2012/6/25,36.7532,13.7043,27.5397,9.4178
2012/6/26,36.5964,13.5252,26.702,9.4527
2012/6/27,36.94,13.973,27.7491,9.662
2012/6/28,36.9998,13.8835,27.2256,9.5225
2012/6/29,37.5003,14.4209,27.9586,10.1852
2012/7/2,37.7991,14.4657,27.8538,10.1852
2012/7/3,38.2473,14.4209,27.8538,10.4643
2012/7/4,38.3967,14.6,28.3774,10.5689
2012/7/5,38.322,14.7792,28.3774,10.5689
2012/7/6,38.0979,14.6896,28.168,10.6736
2012/7/9,38.0605,14.6,27.7491,10.7433
2012/7/10,37.6497,14.5105,27.5397,10.4643
2012/7/11,37.7617,14.4209,27.435,10.4643
2012/7/12,37.0894,14.4657,27.1208,10.3945
2012/7/13,36.9773,14.4657,27.0161,10.4294
2012/7/16,36.9773,14.5105,27.6444,10.6038
2012/7/17,37.2388,14.7792,28.0633,10.7782
2012/7/18,36.7532,14.6448,27.2256,10.3945
2012/7/19,37.5003,14.6896,27.1208,10.534
2012/7/20,37.4629,14.7344,27.1208,10.6387
2012/7/23,36.7906,14.3761,25.5501,10.1852
2012/7/24,36.6935,14.2418,25.0266,10.2201
2012/7/25,36.4993,14.1522,24.7124,10.0457
2012/7/26,36.559,14.0626,24.9219,9.8713
2012/7/27,37.2911,14.3313,25.5501,10.1852
2012/7/30,37.5376,14.3761,25.3407,10.5689
2012/7/31,38.1726,14.7792,25.7596,10.3596
2012/8/1,38.2473,15.227,26.3879,10.5689
2012/8/3,38.0232,15.0031,26.2831,10.255
2012/8/6,38.5087,15.4957,27.2256,10.534
2012/8/7,38.5461,15.5853,27.2256,10.9875
2012/8/8,38.6581,15.6749,27.2256,11.127
2012/8/9,39.4798,15.9436,27.6444,11.8595
2012/8/10,39.4425,15.8988,27.5397,11.7549
2012/8/13,39.5919,15.6749,27.5397,11.4409
2012/8/14,39.7787,15.6749,27.2256,11.6502
2012/8/15,39.6293,15.854,27.0161,11.7897
2012/8/16,39.7413,15.6749,26.8067,11.999
2012/8/17,39.5546,15.4957,26.8067,11.5456
2012/8/20,39.4425,15.0927,26.3879,11.4758
2012/8/21,39.8907,15.0479,26.3879,11.7897
2012/8/22,39.8534,14.6896,26.1784,11.5805
2012/8/23,39.816,14.9583,26.1784,11.5107
2012/8/24,39.6666,15.0479,26.8067,11.5107
2012/8/27,39.7413,15.0031,26.4926,11.3363
2012/8/28,39.2184,14.6,25.7596,11.0921
2012/8/29,39.3678,14.6896,25.8643,11.0224
2012/8/30,39.2557,14.6,25.6549,10.6387
2012/8/31,39.4051,14.3313,25.0266,10.6038
2012/9/3,39.704,14.7792,25.5501,10.9177
2012/9/4,39.6293,14.4657,25.236,10.7433
2012/9/5,39.1063,14.197,24.7124,10.4294
2012/9/6,38.9569,14.1522,24.6077,10.3945
2012/9/7,39.5546,14.5105,24.7124,10.534
2012/9/10,39.8534,14.7792,25.1313,10.3247
2012/9/11,39.816,14.4209,25.0266,10.3247
2012/9/12,40.3763,14.2865,25.0266,10.4643
2012/9/13,40.451,14.197,24.9219,10.4643
2012/9/14,41.4594,14.2865,25.1313,10.8131
2012/9/17,41.5341,15.0479,26.1784,10.8828
2012/9/18,41.3847,14.9135,25.8643,11.0921
2012/9/19,41.5715,15.2718,25.969,11.2316
2012/9/20,41.2727,15.0031,26.1784,11.3712
2012/9/21,41.4221,15.0031,26.1784,11.6502
2012/9/24,41.4594,14.9583,25.7596,11.3363
2012/9/25,41.31,14.5105,25.4454,11.4758
2012/9/26,41.0112,14.0626,25.3407,11.3363
2012/9/27,41.1606,13.973,25.4454,11.1968
2012/9/28,41.198,13.8387,25.5501,11.4758
2012/10/1,41.0859,14.0178,25.1313,11.2316
2012/10/2,41.2727,14.1522,25.3407,11.4061
2012/10/3,41.0859,13.9283,25.1313,11.3014
2012/10/4,41.1233,13.973,25.6549,11.3712
2012/10/5,41.1606,13.8387,25.3407,11.3014
2012/10/8,40.8245,13.8835,25.1313,11.0224
2012/10/9,40.6377,13.8835,24.9219,11.1619
2012/10/11,39.816,13.7939,24.8171,10.8131
2012/10/12,39.704,13.7043,24.8171,10.7782
2012/10/15,39.7787,13.973,24.8171,10.7433
2012/10/16,39.9654,14.0626,24.9219,10.6038
2012/10/17,39.8907,14.0178,24.9219,10.4992
2012/10/18,40.0775,14.197,25.5501,10.7084
2012/10/19,39.7787,14.2418,25.3407,10.534
2012/10/22,39.5172,14.1522,25.3407,10.4643
2012/10/23,39.5172,14.0626,25.0266,10.4643
2012/10/24,39.4784,13.9283,24.9219,10.3247
2012/10/25,39.0914,13.6595,24.8171,10.2899
2012/10/26,38.6347,13.3908,23.2464,10.0457
2012/10/29,38.7043,13.5252,23.3512,10.0806
2012/10/30,39.0527,13.6148,23.6653,10.1852
2012/10/31,39.014,13.4804,23.8747,9.9759
2012/11/1,38.9753,14.2418,24.2936,10.1155
2012/11/2,39.2462,14.4209,24.1889,10.2899
2012/11/5,39.0914,14.7792,24.1889,10.255
2012/11/6,39.401,14.6,24.1889,10.3247
2012/11/7,39.5946,14.6,24.1889,10.1852
2012/11/8,39.2849,14.6,24.1889,9.9411
2012/11/9,39.5558,14.5105,24.3983,10.0108
2012/11/12,39.401,14.4209,24.503,9.9759
2012/11/13,38.7431,13.8835,24.0842,9.9411
2012/11/14,38.8205,13.8387,23.9794,9.8015
2012/11/15,38.7043,13.8835,24.0842,9.7667
2012/11/16,38.6579,14.0626,23.8747,9.7318
2012/11/19,38.8979,14.2418,23.8747,9.6969
2012/11/20,38.9753,14.1522,23.9794,9.8364
2012/11/21,38.6811,13.7043,23.4559,9.662
2012/11/22,38.8592,13.8835,23.5606,9.9411
2012/11/23,40.0203,14.3313,24.1889,10.3945
2012/11/26,40.4073,15.0927,24.9219,10.8131
2012/11/27,40.5622,14.8688,24.8171,10.9177
2012/11/28,40.6009,14.7344,24.503,10.848
2012/11/29,41.104,15.0031,24.9219,11.0572
2012/11/30,41.4524,15.3166,25.6549,11.3363
2012/12/3,41.4137,15.451,25.969,11.3363
2012/12/4,41.375,15.4062,26.1784,11.1619
2012/12/5,41.6072,15.6749,26.5973,11.1619
2012/12/6,41.4911,15.451,26.1784,11.127
2012/12/7,41.7233,15.5405,26.1784,11.127
2012/12/10,41.5685,15.4957,25.969,11.0921
2012/12/11,41.5298,15.854,26.4926,11.3363
2012/12/12,41.8781,15.6749,26.702,11.5107
2012/12/13,42.3426,15.8092,27.435,11.72
2012/12/14,41.9555,15.7197,26.9114,11.72
2012/12/17,41.4137,15.5405,27.1208,11.72
2012/12/18,41.4524,15.4062,27.3303,11.7549
2012/12/19,41.5685,15.854,27.3303,11.8246
2012/12/20,41.0653,15.4957,27.7491,11.8246
2012/12/21,40.8718,15.1375,27.2256,11.1619
2012/12/22,40.9879,15.5853,27.6444,11.5107
2012/12/24,40.7944,15.4957,27.3303,11.4758
2012/12/25,41.4911,15.6301,27.5397,11.7549
2012/12/26,41.4137,15.8092,27.9586,11.6502
2012/12/27,41.375,15.6301,27.8538,11.5805
2012/12/28,41.6459,15.5405,29.1104,11.6851
2013/1/2,42.1103,16.3467,29.634,11.72
2013/1/3,42.4587,16.7945,29.8434,11.7897
2013/1/4,42.1877,16.8393,30.5764,11.6502
2013/1/7,41.9942,17.0632,30.9953,11.6153
2013/1/8,41.7233,17.0632,30.7858,11.6851
2013/1/9,41.8781,17.0632,31.6235,11.6153
2013/1/10,42.1877,17.3767,32.3565,11.999
2013/1/11,42.149,17.4663,32.2518,12.2432
2013/1/14,42.1877,17.4663,31.1,12.1734
2013/1/15,41.8007,17.108,30.5764,12.0339
2013/1/16,41.5685,16.7497,30.7858,11.72
2013/1/17,41.2588,16.6602,29.0057,11.3712
2013/1/18,41.762,17.3319,30.2623,11.6851
2013/1/21,41.7233,17.1976,30.5764,11.5456
2013/1/22,41.8394,16.9737,30.1575,11.5805
2013/1/23,41.8007,16.705,29.9481,11.5107
2013/1/24,41.5685,16.6602,29.7387,11.3712
2013/1/25,41.4137,16.3019,29.2151,11.0921
2013/1/28,41.6072,16.481,29.0057,11.3363
2013/1/29,42.1877,16.6154,29.3198,11.4409
2013/1/30,42.2652,16.8841,29.7387,11.5805
2013/1/31,42.2652,16.6154,29.8434,11.2316
2013/2/1,42.42,16.5706,29.3198,11.3014
2013/2/4,42.7296,16.6602,29.3198,11.4061
2013/2/5,42.5748,16.481,29.0057,11.4061
2013/2/6,42.8844,16.3467,29.1104,11.2316
2013/2/18,43.0392,16.481,29.1104,11.2665
2013/2/19,43.0779,16.3019,28.5868,11.1619
2013/2/20,43.4263,17.108,30.5764,11.3712
2013/2/21,43.1166,17.1976,30.2623,11.2316
2013/2/22,42.9618,17.2872,29.9481,11.2316
2013/2/23,43.1941,17.9142,31.2047,11.5107
2013/2/25,43.1166,17.9142,30.5764,11.3363
2013/2/26,42.6522,17.1528,29.8434,11.2316
2013/2/27,42.7296,16.9737,29.4245,11.1968
2013/3/1,42.8844,17.5111,30.1575,11.3014
2013/3/4,42.3813,17.2872,29.634,11.0224
2013/3/5,42.7296,17.3319,29.7387,11.0572
2013/3/6,42.9231,17.3767,30.1575,11.1619
2013/3/7,42.8844,17.4663,30.0528,11.3363
2013/3/8,43.1941,17.4215,31.1,11.72
2013/3/11,43.2715,17.6902,31.6235,11.72
2013/3/12,43.0005,17.3319,30.6811,11.72
2013/3/13,43.0779,17.108,30.9953,11.7897
2013/3/14,43.0392,17.0185,30.4717,11.72
2013/3/15,42.7296,16.8393,29.7387,11.8246
2013/3/18,42.1877,16.1675,29.5293,11.6502
2013/3/19,42.2652,16.2123,29.5293,11.5456
2013/3/20,41.9942,16.1227,29.1104,11.1968
2013/3/21,42.0329,16.1227,29.1104,11.1968
2013/3/22,41.9168,16.0332,28.901,11.0921
2013/3/25,42.2264,16.1675,29.5293,11.1619
2013/3/26,42.2264,16.1675,29.3198,11.0921
2013/3/27,42.3426,16.078,29.1104,11.1619
2013/3/28,42.2264,15.8988,28.5868,11.0224
2013/3/29,42.6522,16.0332,29.0057,11.0921
2013/4/1,42.5748,16.1227,29.3198,11.0921
2013/4/2,42.4587,16.0332,29.4245,11.3363
2013/4/3,42.5748,16.3019,29.5293,11.5107
2013/4/8,41.6846,15.3166,27.8538,11.127
2013/4/9,41.5685,15.5853,27.7491,11.0921
2013/4/10,41.6459,15.6301,27.6444,11.0224
2013/4/11,42.0716,15.8092,28.168,11.127
2013/4/12,42.0716,15.6749,28.168,11.0921
2013/4/15,41.7233,15.3166,27.435,11.0224
2013/4/16,41.8007,15.6749,27.7491,11.1968
2013/4/17,41.7233,15.6301,27.5397,11.3014
2013/4/18,41.6846,15.4957,27.2256,11.3014
2013/4/19,42.9231,15.8092,28.0633,11.3712
2013/4/22,42.8844,15.7645,27.6444,11.4061
2013/4/23,42.6522,15.6301,27.435,11.3363
2013/4/24,43.0005,15.7197,27.8538,11.4409
2013/4/25,43.0779,15.6301,27.8538,11.5107
2013/4/26,43.2328,15.5405,27.9586,11.5805
2013/4/29,43.1941,15.451,27.5397,11.7549
2013/4/30,43.6585,15.451,27.7491,11.5107
2013/5/2,43.7746,15.1375,27.2256,11.4409
2013/5/3,43.852,15.1375,27.1208,11.5107
2013/5/6,44.0456,14.9135,26.9114,11.4409
2013/5/7,44.2004,15.0479,27.1208,11.72
2013/5/8,44.7809,15.5405,27.7491,11.9293
2013/5/9,45.0519,15.5853,27.7491,11.9293
2013/5/10,44.8196,15.3166,27.7491,11.999
2013/5/13,44.7035,15.3166,27.1208,11.9293
2013/5/14,44.8196,15.3166,27.435,11.8944
2013/5/15,44.8583,15.4957,27.435,11.8595
2013/5/16,45.4389,15.3166,27.2256,11.8595
2013/5/17,45.2067,15.1375,27.0161,11.8595
2013/5/20,45.1293,15.0927,27.1208,11.6851
2013/5/21,45.1293,15.1375,27.3303,11.6851
2013/5/22,45.0906,15.3166,28.0633,11.9293
2013/5/23,44.123,15.0927,27.2256,11.6851
2013/5/24,44.0068,15.1375,27.2256,11.7897
2013/5/27,44.3939,15.0031,27.1208,11.7549
2013/5/28,44.2391,14.9135,26.9114,11.6153
2013/5/29,44.6261,14.9583,27.0161,11.7549
2013/5/30,44.0843,14.7792,26.4926,11.3014
2013/5/31,44.0843,15.0031,26.8067,11.4061
2013/6/3,43.8907,14.9583,26.5973,11.5456
2013/6/4,43.8133,14.7792,25.969,11.2316
2013/6/5,43.8133,14.6896,25.7596,11.3014
2013/6/6,43.2715,14.5553,25.236,11.127
2013/6/7,43.3876,14.7344,25.6549,11.127
2013/6/10,43.7359,14.6448,25.7596,11.0921
2013/6/11,43.6198,14.5105,25.5501,11.0572
2013/6/13,42.5748,14.5553,25.7596,10.8828
2013/6/14,42.42,14.3761,25.236,10.4992
2013/6/17,42.6909,14.4209,25.5501,10.7084
2013/6/18,42.8844,14.3313,25.969,10.6736
2013/6/19,42.807,14.8688,26.5973,10.9177
2013/6/20,41.9942,14.8688,26.2831,10.6038
2013/6/21,41.4911,14.6448,25.969,10.4992
2013/6/24,41.3362,14.7344,25.7596,10.4992
2013/6/25,41.0266,14.6896,25.4454,10.4643
2013/6/26,41.5685,14.6896,25.969,10.6038
2013/6/27,42.0716,14.7792,25.7596,10.6038
2013/6/28,42.6522,14.6896,26.0737,10.7782
2013/7/1,43.0392,14.6,25.969,10.9875
2013/7/2,42.9618,14.6896,25.7596,11.0572
2013/7/3,42.4587,14.4657,25.6549,10.9875
2013/7/4,42.5361,14.4209,25.5501,10.9875
2013/7/5,43.3876,14.6,25.6549,11.0224
2013/7/8,42.5748,14.5105,25.236,11.0958
2013/7/9,43.0779,14.4209,25.5501,11.3898
2013/7/10,43.1941,14.4209,25.3407,11.4633
2013/7/11,44.2778,14.7792,26.3879,11.7939
2013/7/12,44.3939,14.8688,26.3879,11.9409
2013/7/15,44.51,14.824,26.4926,12.1246
2013/7/16,44.51,15.227,27.0161,12.2716
2013/7/17,44.5874,15.451,27.1208,12.3818
2013/7/18,44.2778,15.4957,26.9114,12.492
2013/7/19,43.3102,15.4062,26.5973,12.345
2013/7/22,43.465,15.3166,26.702,12.4553
2013/7/23,44.1617,15.3166,26.9114,12.492
2013/7/24,44.0456,15.2718,26.9114,12.3818
2013/7/25,44.123,15.227,26.5973,12.3818
2013/7/26,44.0456,15.0927,26.5973,12.3083
2013/7/29,43.7359,15.0031,26.0737,12.3818
2013/7/30,44.0843,14.8688,26.0737,12.3818
2013/7/31,43.8133,15.0479,26.702,11.7939
2013/8/1,43.5037,15.0031,26.8067,11.8307
2013/8/2,43.7746,15.0479,26.9114,11.9041
2013/8/5,43.8907,15.0927,27.435,11.9041
2013/8/6,43.2715,15.0927,26.8067,11.647
2013/8/7,42.6522,15.0479,26.8067,11.2795
2013/8/8,42.4974,15.0031,26.8067,11.2061
2013/8/9,42.4587,14.9135,27.0161,11.1693
2013/8/12,42.5748,14.8688,26.8067,11.2428
2013/8/13,43.0005,14.8688,26.702,11.4265
2013/8/14,42.8844,14.824,26.8067,11.2061
2013/8/15,42.5748,14.7792,26.8067,11.2061
2013/8/16,42.7683,14.7792,27.0161,11.2428
2013/8/19,42.6522,15.1823,28.0633,11.4265
2013/8/20,42.2652,15.1823,28.168,11.4265
2013/8/22,41.9168,14.9583,28.2727,11.2061
2013/8/23,42.4587,15.1375,28.5868,11.3898
2013/8/26,42.6522,15.1823,28.0633,11.3898
2013/8/27,42.2652,14.824,27.3303,11.353
2013/8/28,42.3813,14.7792,27.2256,11.3163
2013/8/29,42.9618,14.9583,27.435,11.5
2013/8/30,43.2328,15.1375,27.435,11.9041
2013/9/2,43.5811,15.0479,27.3303,12.0144
2013/9/3,43.852,15.0927,27.435,12.1981
2013/9/4,43.7746,15.0479,27.2256,12.1613
2013/9/5,44.0456,15.2718,28.2727,12.345
2013/9/6,44.123,15.7645,28.6916,12.1613
2013/9/9,44.2778,16.1675,28.901,12.1981
2013/9/10,44.3939,16.5258,29.3198,12.4553
2013/9/11,44.51,16.4362,29.634,12.492
2013/9/12,44.5487,16.6154,29.2151,12.5287
2013/9/13,44.2004,16.3467,28.5868,12.345
2013/9/14,44.2004,16.2571,28.4821,12.1613
2013/9/16,44.7422,16.3019,28.5868,12.2348
2013/9/17,44.7035,16.3467,28.5868,12.492
2013/9/18,44.5487,16.481,28.6916,12.4185
2013/9/23,44.897,16.2123,28.6916,12.5287
2013/9/24,44.9358,15.854,28.6916,12.345
2013/9/25,44.7422,16.078,29.0057,12.5655
2013/9/26,44.3165,15.7645,28.5868,12.4553
2013/9/27,44.4326,15.9884,28.7963,12.345
2013/9/30,44.2391,15.6749,28.3774,12.4553
2013/10/1,44.2391,15.8092,28.6916,12.2348
2013/10/2,44.3939,15.6749,28.6916,12.2348
2013/10/3,45.3228,15.9436,29.0057,12.5655
2013/10/4,45.2454,15.8092,28.901,12.6022
2013/10/7,44.8196,15.8092,29.1104,12.4553
2013/10/8,45.168,15.8988,29.0057,12.3818
2013/10/9,45.0519,15.5853,28.3774,12.3083
2013/10/11,45.2454,15.451,27.7491,12.3818
2013/10/14,44.897,15.2718,27.1208,12.345
2013/10/15,45.2841,15.4062,27.5397,12.5287
2013/10/16,45.0906,15.2718,27.435,12.3818
2013/10/17,45.3228,15.3614,27.435,12.5287
2013/10/18,45.7098,15.451,27.435,12.3818
2013/10/21,45.6711,15.2718,27.1208,12.3083
2013/10/22,45.6711,15.227,27.2256,12.4185
2013/10/23,45.4389,15.2718,27.3303,12.2348
2013/10/24,45.5974,15.3614,27.1208,12.2716
2013/10/25,45.2408,15.4062,27.1208,12.0511
2013/10/28,45.5578,15.5405,27.5397,12.1981
2013/10/29,45.7558,15.4957,27.435,12.1246
2013/10/30,45.8747,15.451,27.435,12.1613
2013/10/31,45.8747,15.4957,27.3303,11.647
2013/11/1,45.637,15.227,27.2256,11.7939
2013/11/4,45.4389,15.3166,27.3303,11.6102
2013/11/5,45.0032,15.2718,27.0161,11.3898
2013/11/6,45.0032,15.227,26.9114,11.7572
2013/11/7,44.8843,15.2718,26.702,11.6102
2013/11/8,44.7258,15.227,25.969,11.2061
2013/11/11,44.607,15.1823,25.8643,11.1326
2013/11/12,44.7655,15.227,25.8643,11.0591
2013/11/13,44.1712,15.1375,25.6549,11.0591
2013/11/14,44.2901,14.9583,25.8643,11.0591
2013/11/15,44.4882,15.1375,26.1784,11.2428
2013/11/18,44.7258,15.0927,25.969,11.0958
2013/11/19,45.0032,15.1375,25.969,11.1326
2013/11/20,44.7258,15.1375,25.969,11.0958
2013/11/21,43.9335,15.0031,25.8643,10.9856
2013/11/22,43.9731,14.9583,26.1784,11.0958
2013/11/25,44.5674,15.4062,27.0161,11.0591
2013/11/26,44.9239,15.451,27.1208,10.9489
2013/11/27,45.1616,15.5405,27.1208,10.9856
2013/11/28,45.4389,15.4957,27.1208,11.1693
2013/11/29,45.5974,15.6749,27.2256,11.353
2013/12/2,45.5182,15.6749,27.2256,11.0224
2013/12/3,45.5578,15.4957,26.8067,10.9489
2013/12/4,45.5182,15.5405,27.0161,10.9856
2013/12/5,45.2408,15.451,26.8067,10.9121
2013/12/6,45.2805,15.3614,26.5973,10.9489
2013/12/9,45.6766,15.6749,26.8067,11.1326
2013/12/10,45.7955,15.6749,26.9114,10.9489
2013/12/11,45.8351,15.5405,26.8067,11.0591
2013/12/12,45.4785,15.3614,26.702,10.9121
2013/12/13,45.4389,15.3614,26.8067,11.0224
2013/12/16,45.0824,15.5853,27.2256,10.9856
2013/12/17,45.3201,15.5853,27.1208,10.8754
2013/12/18,45.1616,15.451,27.2256,10.8754
2013/12/19,45.4389,15.5853,27.3303,10.8019
2013/12/20,45.5182,15.7197,27.435,10.9489
2013/12/23,45.8351,16.0332,27.7491,11.0591
2013/12/24,45.7955,16.3019,28.2727,11.1326
2013/12/25,45.8351,16.3915,29.0057,11.1693
2013/12/26,45.8351,16.2571,29.0057,11.2428
2013/12/27,46.1916,16.2123,29.1104,11.2795
2013/12/30,46.5878,16.3915,29.4245,11.3898
2013/12/31,46.5085,16.3019,29.2151,11.3898
2014/1/2,46.3897,16.5258,29.0057,11.2795
2014/1/3,45.8351,16.2123,28.4821,11.1693
2014/1/6,45.7162,16.2123,28.901,11.1326
2014/1/7,45.7162,16.0332,28.7963,11.0591
2014/1/8,45.7955,15.9884,28.5868,11.0591
2014/1/9,45.5974,15.8092,28.5868,11.0591
2014/1/10,45.5974,15.8092,28.901,11.2061
2014/1/13,45.8747,15.8988,28.901,11.2428
2014/1/14,45.7955,15.9436,28.3774,11.1693
2014/1/15,46.2708,15.9436,28.2727,11.1693
2014/1/16,46.3897,15.7645,27.8538,11.1326
2014/1/17,46.4689,16.078,28.0633,11.1326
2014/1/20,46.5878,16.1227,28.2727,11.2428
2014/1/21,46.3897,16.1675,28.2727,11.1693
2014/1/22,46.4689,16.3467,28.4821,11.2061
2014/1/23,46.3501,16.3915,28.168,11.1326
2014/1/24,46.4689,16.3019,28.0633,11.2061
2014/1/27,45.637,15.9436,27.5397,10.8387
2014/2/5,44.2108,15.7197,26.702,10.5447
2014/2/6,44.3693,15.5853,26.702,10.4712
2014/2/7,44.8447,15.8092,27.0161,10.7652
2014/2/10,44.8447,15.6749,26.702,10.8019
2014/2/11,45.122,15.7197,26.8067,10.7652
2014/2/12,45.5974,15.854,26.9114,10.7284
2014/2/13,45.4785,15.5853,26.5973,10.8019
2014/2/14,45.9143,15.7645,26.702,10.8754
2014/2/17,45.9143,15.7645,26.8067,10.8387
2014/2/18,46.0728,15.8988,27.0161,10.9856
2014/2/19,46.0728,15.7645,27.2256,10.9856
2014/2/20,45.6766,15.7197,27.0161,10.8019
2014/2/21,46.1124,15.8988,27.1208,10.8387
2014/2/24,45.8747,15.9436,26.8067,10.8019
2014/2/25,46.0728,16.0332,26.8067,10.7284
2014/2/26,46.2708,15.9436,26.8067,10.7284
2014/2/27,46.1916,16.1227,27.2256,10.3978
2014/3/3,45.9143,15.8092,26.8067,10.4712
2014/3/4,45.7162,15.6301,26.4926,10.3978
2014/3/5,46.1916,15.7197,26.5973,10.508
2014/3/6,46.8651,16.0332,26.8067,10.4345
2014/3/7,47.0632,15.9884,26.702,10.4345
2014/3/10,46.7858,15.9884,26.702,10.5815
2014/3/11,47.0235,15.7197,26.4926,10.5815
2014/3/12,46.5878,15.6749,26.3879,10.5815
2014/3/13,47.3405,15.6749,26.2831,10.4712
2014/3/14,46.8651,15.6301,26.1784,10.4345
2014/3/17,46.7858,15.5853,26.2831,10.508
2014/3/18,47.0632,15.5853,26.1784,10.5447
2014/3/19,46.9443,15.4062,26.0737,10.5447
2014/3/20,46.3501,15.3614,25.8643,10.361
2014/3/21,46.3501,15.3614,25.969,10.5447
2014/3/24,46.4689,15.4957,25.969,10.508
2014/3/25,46.8651,15.4957,25.969,10.5447
2014/3/26,47.3008,15.6749,26.2831,10.5447
2014/3/27,47.3801,15.5853,26.8067,10.4712
2014/3/28,47.4593,15.7197,26.8067,10.5815
2014/3/31,47.6178,15.9436,26.8067,10.8019
2014/4/1,48.0139,15.9436,26.702,10.6917
